Date,Component_ID,Units_Used,Category
2024-12-01,DIODE-1N4148,1544,Semiconductor
2024-12-02,DIODE-1N4148,4393,Semiconductor
2024-12-03,DIODE-1N4148,2030,Semiconductor
2024-12-04,DIODE-1N4148,2113,Semiconductor
2024-12-05,DIODE-1N4148,1898,Semiconductor
2024-12-06,DIODE-1N4148,1907,Semiconductor
2024-12-07,DIODE-1N4148,1526,Semiconductor
2024-12-08,DIODE-1N4148,1441,Semiconductor
2024-12-09,DIODE-1N4148,1836,Semiconductor
2024-12-10,DIODE-1N4148,1870,Semiconductor
2024-12-11,DIODE-1N4148,2041,Semiconductor
2024-12-12,DIODE-1N4148,2096,Semiconductor
2024-12-13,DIODE-1N4148,1890,Semiconductor
2024-12-14,DIODE-1N4148,1510,Semiconductor
2024-12-15,DIODE-1N4148,1535,Semiconductor
2024-12-16,DIODE-1N4148,1938,Semiconductor
2024-12-17,DIODE-1N4148,2142,Semiconductor
2024-12-18,DIODE-1N4148,2079,Semiconductor
2024-12-19,DIODE-1N4148,2040,Semiconductor
2024-12-20,DIODE-1N4148,1916,Semiconductor
2024-12-21,DIODE-1N4148,3922,Semiconductor
2024-12-22,DIODE-1N4148,2605,Semiconductor
2024-12-23,DIODE-1N4148,2017,Semiconductor
2024-12-24,DIODE-1N4148,1987,Semiconductor
2024-12-25,DIODE-1N4148,1941,Semiconductor
2024-12-26,DIODE-1N4148,2075,Semiconductor
2024-12-27,DIODE-1N4148,2073,Semiconductor
2024-12-28,DIODE-1N4148,1610,Semiconductor
2024-12-29,DIODE-1N4148,2702,Semiconductor
2024-12-30,DIODE-1N4148,2093,Semiconductor
2024-12-31,DIODE-1N4148,2077,Semiconductor
2022-01-01,IC-ATMEGA328P,372,IC
2022-01-02,IC-ATMEGA328P,355,IC
2022-01-03,IC-ATMEGA328P,492,IC
2022-01-04,IC-ATMEGA328P,420,IC
2022-01-05,IC-ATMEGA328P,378,IC
2022-01-06,IC-ATMEGA328P,471,IC
2022-01-07,IC-ATMEGA328P,511,IC
2022-01-08,IC-ATMEGA328P,256,IC
2022-01-09,IC-ATMEGA328P,245,IC
2022-01-10,IC-ATMEGA328P,525,IC
2022-01-11,IC-ATMEGA328P,482,IC
2022-01-12,IC-ATMEGA328P,520,IC
2022-01-13,IC-ATMEGA328P,430,IC
2022-01-14,IC-ATMEGA328P,425,IC
2022-01-15,IC-ATMEGA328P,299,IC
2022-01-16,IC-ATMEGA328P,326,IC
2022-01-17,IC-ATMEGA328P,551,IC
2022-01-18,IC-ATMEGA328P,423,IC
2022-01-19,IC-ATMEGA328P,455,IC
2022-01-20,IC-ATMEGA328P,471,IC
2022-01-21,IC-ATMEGA328P,496,IC
2022-01-22,IC-ATMEGA328P,188,IC
2022-01-23,IC-ATMEGA328P,204,IC
2022-01-24,IC-ATMEGA328P,482,IC
2022-01-25,IC-ATMEGA328P,402,IC
2022-01-26,IC-ATMEGA328P,386,IC
2022-01-27,IC-ATMEGA328P,487,IC
2022-01-28,IC-ATMEGA328P,460,IC
2022-01-29,IC-ATMEGA328P,236,IC
2022-01-30,IC-ATMEGA328P,810,IC
2022-01-31,IC-ATMEGA328P,427,IC
2022-02-01,IC-ATMEGA328P,519,IC
2022-02-02,IC-ATMEGA328P,480,IC
2022-02-03,IC-ATMEGA328P,407,IC
2022-02-04,IC-ATMEGA328P,465,IC
2022-02-05,IC-ATMEGA328P,258,IC
2022-02-06,IC-ATMEGA328P,220,IC
2022-02-07,IC-ATMEGA328P,492,IC
2022-02-08,IC-ATMEGA328P,482,IC
2022-02-09,IC-ATMEGA328P,544,IC
2022-02-10,IC-ATMEGA328P,480,IC
2022-02-11,IC-ATMEGA328P,435,IC
2022-02-12,IC-ATMEGA328P,214,IC
2022-02-13,IC-ATMEGA328P,270,IC
2022-02-14,IC-ATMEGA328P,368,IC
2022-02-15,IC-ATMEGA328P,490,IC
2022-02-16,IC-ATMEGA328P,510,IC
2022-02-17,IC-ATMEGA328P,430,IC
2022-02-18,IC-ATMEGA328P,453,IC
2022-02-19,IC-ATMEGA328P,333,IC
2022-02-20,IC-ATMEGA328P,299,IC
2022-02-21,IC-ATMEGA328P,396,IC
2022-02-22,IC-ATMEGA328P,448,IC
2022-02-23,IC-ATMEGA328P,438,IC
2022-02-24,IC-ATMEGA328P,515,IC
2022-02-25,IC-ATMEGA328P,433,IC
2022-02-26,IC-ATMEGA328P,212,IC
2022-02-27,IC-ATMEGA328P,296,IC
2022-02-28,IC-ATMEGA328P,384,IC
2022-03-01,IC-ATMEGA328P,454,IC
2022-03-02,IC-ATMEGA328P,532,IC
2022-03-03,IC-ATMEGA328P,482,IC
2022-03-04,IC-ATMEGA328P,463,IC
2022-03-05,IC-ATMEGA328P,276,IC
2022-03-06,IC-ATMEGA328P,336,IC
2022-03-07,IC-ATMEGA328P,417,IC
2022-03-08,IC-ATMEGA328P,482,IC
2022-03-09,IC-ATMEGA328P,576,IC
2022-03-10,IC-ATMEGA328P,571,IC
2022-03-11,IC-ATMEGA328P,435,IC
2022-03-12,IC-ATMEGA328P,258,IC
2022-03-13,IC-ATMEGA328P,279,IC
2022-03-14,IC-ATMEGA328P,329,IC
2022-03-15,IC-ATMEGA328P,432,IC
2022-03-16,IC-ATMEGA328P,474,IC
2022-03-17,IC-ATMEGA328P,533,IC
2022-03-18,IC-ATMEGA328P,500,IC
2022-03-19,IC-ATMEGA328P,272,IC
2022-03-20,IC-ATMEGA328P,365,IC
2022-03-21,IC-ATMEGA328P,1191,IC
2022-03-22,IC-ATMEGA328P,537,IC
2022-03-23,IC-ATMEGA328P,449,IC
2022-03-24,IC-ATMEGA328P,474,IC
2022-03-25,IC-ATMEGA328P,460,IC
2022-03-26,IC-ATMEGA328P,292,IC
2022-03-27,IC-ATMEGA328P,256,IC
2022-03-28,IC-ATMEGA328P,434,IC
2022-03-29,IC-ATMEGA328P,427,IC
2022-03-30,IC-ATMEGA328P,421,IC
2022-03-31,IC-ATMEGA328P,342,IC
2022-04-01,IC-ATMEGA328P,426,IC
2022-04-02,IC-ATMEGA328P,218,IC
2022-04-03,IC-ATMEGA328P,295,IC
2022-04-04,IC-ATMEGA328P,637,IC
2022-04-05,IC-ATMEGA328P,363,IC
2022-04-06,IC-ATMEGA328P,478,IC
2022-04-07,IC-ATMEGA328P,536,IC
2022-04-08,IC-ATMEGA328P,395,IC
2022-04-09,IC-ATMEGA328P,249,IC
2022-04-10,IC-ATMEGA328P,345,IC
2022-04-11,IC-ATMEGA328P,355,IC
2022-04-12,IC-ATMEGA328P,465,IC
2022-04-13,IC-ATMEGA328P,440,IC
2022-04-14,IC-ATMEGA328P,372,IC
2022-04-15,IC-ATMEGA328P,401,IC
2022-04-16,IC-ATMEGA328P,294,IC
2022-04-17,IC-ATMEGA328P,257,IC
2022-04-18,IC-ATMEGA328P,406,IC
2022-04-19,IC-ATMEGA328P,425,IC
2022-04-20,IC-ATMEGA328P,523,IC
2022-04-21,IC-ATMEGA328P,474,IC
2022-04-22,IC-ATMEGA328P,354,IC
2022-04-23,IC-ATMEGA328P,186,IC
2022-04-24,IC-ATMEGA328P,267,IC
2022-04-25,IC-ATMEGA328P,642,IC
2022-04-26,IC-ATMEGA328P,405,IC
2022-04-27,IC-ATMEGA328P,490,IC
2022-04-28,IC-ATMEGA328P,839,IC
2022-04-29,IC-ATMEGA328P,415,IC
2022-04-30,IC-ATMEGA328P,219,IC
2022-05-01,IC-ATMEGA328P,306,IC
2022-05-02,IC-ATMEGA328P,342,IC
2022-05-03,IC-ATMEGA328P,322,IC
2022-05-04,IC-ATMEGA328P,487,IC
2022-05-05,IC-ATMEGA328P,408,IC
2022-05-06,IC-ATMEGA328P,531,IC
2022-05-07,IC-ATMEGA328P,334,IC
2022-05-08,IC-ATMEGA328P,279,IC
2022-05-09,IC-ATMEGA328P,484,IC
2022-05-10,IC-ATMEGA328P,411,IC
2022-05-11,IC-ATMEGA328P,447,IC
2022-05-12,IC-ATMEGA328P,419,IC
2022-05-13,IC-ATMEGA328P,447,IC
2022-05-14,IC-ATMEGA328P,362,IC
2022-05-15,IC-ATMEGA328P,271,IC
2022-05-16,IC-ATMEGA328P,444,IC
2022-05-17,IC-ATMEGA328P,1510,IC
2022-05-18,IC-ATMEGA328P,613,IC
2022-05-19,IC-ATMEGA328P,450,IC
2022-05-20,IC-ATMEGA328P,511,IC
2022-05-21,IC-ATMEGA328P,220,IC
2022-05-22,IC-ATMEGA328P,289,IC
2022-05-23,IC-ATMEGA328P,511,IC
2022-05-24,IC-ATMEGA328P,497,IC
2022-05-25,IC-ATMEGA328P,394,IC
2022-05-26,IC-ATMEGA328P,441,IC
2022-05-27,IC-ATMEGA328P,394,IC
2022-05-28,IC-ATMEGA328P,191,IC
2022-05-29,IC-ATMEGA328P,229,IC
2022-05-30,IC-ATMEGA328P,395,IC
2022-05-31,IC-ATMEGA328P,466,IC
2022-06-01,IC-ATMEGA328P,521,IC
2022-06-02,IC-ATMEGA328P,358,IC
2022-06-03,IC-ATMEGA328P,309,IC
2022-06-04,IC-ATMEGA328P,163,IC
2022-06-05,IC-ATMEGA328P,90,IC
2022-06-06,IC-ATMEGA328P,355,IC
2022-06-07,IC-ATMEGA328P,355,IC
2022-06-08,IC-ATMEGA328P,342,IC
2022-06-09,IC-ATMEGA328P,483,IC
2022-06-10,IC-ATMEGA328P,374,IC
2022-06-11,IC-ATMEGA328P,169,IC
2022-06-12,IC-ATMEGA328P,90,IC
2022-06-13,IC-ATMEGA328P,940,IC
2022-06-14,IC-ATMEGA328P,288,IC
2022-06-15,IC-ATMEGA328P,345,IC
2022-06-16,IC-ATMEGA328P,287,IC
2022-06-17,IC-ATMEGA328P,349,IC
2022-06-18,IC-ATMEGA328P,178,IC
2022-06-19,IC-ATMEGA328P,137,IC
2022-06-20,IC-ATMEGA328P,346,IC
2022-06-21,IC-ATMEGA328P,1292,IC
2022-06-22,IC-ATMEGA328P,324,IC
2022-06-23,IC-ATMEGA328P,221,IC
2022-06-24,IC-ATMEGA328P,333,IC
2022-06-25,IC-ATMEGA328P,174,IC
2022-06-26,IC-ATMEGA328P,131,IC
2022-06-27,IC-ATMEGA328P,838,IC
2022-06-28,IC-ATMEGA328P,400,IC
2022-06-29,IC-ATMEGA328P,375,IC
2022-06-30,IC-ATMEGA328P,408,IC
2022-07-01,IC-ATMEGA328P,305,IC
2022-07-02,IC-ATMEGA328P,171,IC
2022-07-03,IC-ATMEGA328P,90,IC
2022-07-04,IC-ATMEGA328P,391,IC
2022-07-05,IC-ATMEGA328P,355,IC
2022-07-06,IC-ATMEGA328P,370,IC
2022-07-07,IC-ATMEGA328P,1025,IC
2022-07-08,IC-ATMEGA328P,296,IC
2022-07-09,IC-ATMEGA328P,143,IC
2022-07-10,IC-ATMEGA328P,116,IC
2022-07-11,IC-ATMEGA328P,325,IC
2022-07-12,IC-ATMEGA328P,361,IC
2022-07-13,IC-ATMEGA328P,267,IC
2022-07-14,IC-ATMEGA328P,309,IC
2022-07-15,IC-ATMEGA328P,337,IC
2022-07-16,IC-ATMEGA328P,256,IC
2022-07-17,IC-ATMEGA328P,113,IC
2022-07-18,IC-ATMEGA328P,249,IC
2022-07-19,IC-ATMEGA328P,788,IC
2022-07-20,IC-ATMEGA328P,289,IC
2022-07-21,IC-ATMEGA328P,338,IC
2022-07-22,IC-ATMEGA328P,267,IC
2022-07-23,IC-ATMEGA328P,90,IC
2022-07-24,IC-ATMEGA328P,103,IC
2022-07-25,IC-ATMEGA328P,486,IC
2022-07-26,IC-ATMEGA328P,267,IC
2022-07-27,IC-ATMEGA328P,358,IC
2022-07-28,IC-ATMEGA328P,341,IC
2022-07-29,IC-ATMEGA328P,380,IC
2022-07-30,IC-ATMEGA328P,246,IC
2022-07-31,IC-ATMEGA328P,211,IC
2022-08-01,IC-ATMEGA328P,378,IC
2022-08-02,IC-ATMEGA328P,414,IC
2022-08-03,IC-ATMEGA328P,424,IC
2022-08-04,IC-ATMEGA328P,367,IC
2022-08-05,IC-ATMEGA328P,220,IC
2022-08-06,IC-ATMEGA328P,252,IC
2022-08-07,IC-ATMEGA328P,119,IC
2022-08-08,IC-ATMEGA328P,336,IC
2022-08-09,IC-ATMEGA328P,437,IC
2022-08-10,IC-ATMEGA328P,424,IC
2022-08-11,IC-ATMEGA328P,383,IC
2022-08-12,IC-ATMEGA328P,315,IC
2022-08-13,IC-ATMEGA328P,181,IC
2022-08-14,IC-ATMEGA328P,131,IC
2022-08-15,IC-ATMEGA328P,294,IC
2022-08-16,IC-ATMEGA328P,343,IC
2022-08-17,IC-ATMEGA328P,421,IC
2022-08-18,IC-ATMEGA328P,397,IC
2022-08-19,IC-ATMEGA328P,301,IC
2022-08-20,IC-ATMEGA328P,178,IC
2022-08-21,IC-ATMEGA328P,114,IC
2022-08-22,IC-ATMEGA328P,299,IC
2022-08-23,IC-ATMEGA328P,382,IC
2022-08-24,IC-ATMEGA328P,253,IC
2022-08-25,IC-ATMEGA328P,413,IC
2022-08-26,IC-ATMEGA328P,428,IC
2022-08-27,IC-ATMEGA328P,175,IC
2022-08-28,IC-ATMEGA328P,146,IC
2022-08-29,IC-ATMEGA328P,375,IC
2022-08-30,IC-ATMEGA328P,294,IC
2022-08-31,IC-ATMEGA328P,823,IC
2022-09-01,IC-ATMEGA328P,481,IC
2022-09-02,IC-ATMEGA328P,491,IC
2022-09-03,IC-ATMEGA328P,156,IC
2022-09-04,IC-ATMEGA328P,283,IC
2022-09-05,IC-ATMEGA328P,971,IC
2022-09-06,IC-ATMEGA328P,487,IC
2022-09-07,IC-ATMEGA328P,440,IC
2022-09-08,IC-ATMEGA328P,426,IC
2022-09-09,IC-ATMEGA328P,484,IC
2022-09-10,IC-ATMEGA328P,856,IC
2022-09-11,IC-ATMEGA328P,261,IC
2022-09-12,IC-ATMEGA328P,554,IC
2022-09-13,IC-ATMEGA328P,364,IC
2022-09-14,IC-ATMEGA328P,456,IC
2022-09-15,IC-ATMEGA328P,393,IC
2022-09-16,IC-ATMEGA328P,485,IC
2022-09-17,IC-ATMEGA328P,186,IC
2022-09-18,IC-ATMEGA328P,230,IC
2022-09-19,IC-ATMEGA328P,479,IC
2022-09-20,IC-ATMEGA328P,401,IC
2022-09-21,IC-ATMEGA328P,568,IC
2022-09-22,IC-ATMEGA328P,502,IC
2022-09-23,IC-ATMEGA328P,443,IC
2022-09-24,IC-ATMEGA328P,242,IC
2022-09-25,IC-ATMEGA328P,291,IC
2022-09-26,IC-ATMEGA328P,430,IC
2022-09-27,IC-ATMEGA328P,519,IC
2022-09-28,IC-ATMEGA328P,454,IC
2022-09-29,IC-ATMEGA328P,518,IC
2022-09-30,IC-ATMEGA328P,505,IC
2022-10-01,IC-ATMEGA328P,528,IC
2022-10-02,IC-ATMEGA328P,512,IC
2022-10-03,IC-ATMEGA328P,681,IC
2022-10-04,IC-ATMEGA328P,781,IC
2022-10-05,IC-ATMEGA328P,832,IC
2022-10-06,IC-ATMEGA328P,726,IC
2022-10-07,IC-ATMEGA328P,772,IC
2022-10-08,IC-ATMEGA328P,760,IC
2022-10-09,IC-ATMEGA328P,473,IC
2022-10-10,IC-ATMEGA328P,727,IC
2022-10-11,IC-ATMEGA328P,699,IC
2022-10-12,IC-ATMEGA328P,756,IC
2022-10-13,IC-ATMEGA328P,755,IC
2022-10-14,IC-ATMEGA328P,652,IC
2022-10-15,IC-ATMEGA328P,478,IC
2022-10-16,IC-ATMEGA328P,1299,IC
2022-10-17,IC-ATMEGA328P,748,IC
2022-10-18,IC-ATMEGA328P,731,IC
2022-10-19,IC-ATMEGA328P,825,IC
2022-10-20,IC-ATMEGA328P,877,IC
2022-10-21,IC-ATMEGA328P,773,IC
2022-10-22,IC-ATMEGA328P,571,IC
2022-10-23,IC-ATMEGA328P,562,IC
2022-10-24,IC-ATMEGA328P,732,IC
2022-10-25,IC-ATMEGA328P,743,IC
2022-10-26,IC-ATMEGA328P,770,IC
2022-10-27,IC-ATMEGA328P,741,IC
2022-10-28,IC-ATMEGA328P,690,IC
2022-10-29,IC-ATMEGA328P,525,IC
2022-10-30,IC-ATMEGA328P,457,IC
2022-10-31,IC-ATMEGA328P,800,IC
2022-11-01,IC-ATMEGA328P,1064,IC
2022-11-02,IC-ATMEGA328P,779,IC
2022-11-03,IC-ATMEGA328P,870,IC
2022-11-04,IC-ATMEGA328P,802,IC
2022-11-05,IC-ATMEGA328P,602,IC
2022-11-06,IC-ATMEGA328P,563,IC
2022-11-07,IC-ATMEGA328P,711,IC
2022-11-08,IC-ATMEGA328P,774,IC
2022-11-09,IC-ATMEGA328P,784,IC
2022-11-10,IC-ATMEGA328P,784,IC
2022-11-11,IC-ATMEGA328P,789,IC
2022-11-12,IC-ATMEGA328P,635,IC
2022-11-13,IC-ATMEGA328P,556,IC
2022-11-14,IC-ATMEGA328P,738,IC
2022-11-15,IC-ATMEGA328P,661,IC
2022-11-16,IC-ATMEGA328P,790,IC
2022-11-17,IC-ATMEGA328P,662,IC
2022-11-18,IC-ATMEGA328P,744,IC
2022-11-19,IC-ATMEGA328P,519,IC
2022-11-20,IC-ATMEGA328P,623,IC
2022-11-21,IC-ATMEGA328P,679,IC
2022-11-22,IC-ATMEGA328P,753,IC
2022-11-23,IC-ATMEGA328P,755,IC
2022-11-24,IC-ATMEGA328P,731,IC
2022-11-25,IC-ATMEGA328P,775,IC
2022-11-26,IC-ATMEGA328P,554,IC
2022-11-27,IC-ATMEGA328P,521,IC
2022-11-28,IC-ATMEGA328P,687,IC
2022-11-29,IC-ATMEGA328P,787,IC
2022-11-30,IC-ATMEGA328P,733,IC
2022-12-01,IC-ATMEGA328P,628,IC
2022-12-02,IC-ATMEGA328P,742,IC
2022-12-03,IC-ATMEGA328P,654,IC
2022-12-04,IC-ATMEGA328P,509,IC
2022-12-05,IC-ATMEGA328P,710,IC
2022-12-06,IC-ATMEGA328P,756,IC
2022-12-07,IC-ATMEGA328P,725,IC
2022-12-08,IC-ATMEGA328P,735,IC
2022-12-09,IC-ATMEGA328P,741,IC
2022-12-10,IC-ATMEGA328P,499,IC
2022-12-11,IC-ATMEGA328P,539,IC
2022-12-12,IC-ATMEGA328P,1214,IC
2022-12-13,IC-ATMEGA328P,728,IC
2022-12-14,IC-ATMEGA328P,674,IC
2022-12-15,IC-ATMEGA328P,815,IC
2022-12-16,IC-ATMEGA328P,856,IC
2022-12-17,IC-ATMEGA328P,460,IC
2022-12-18,IC-ATMEGA328P,623,IC
2022-12-19,IC-ATMEGA328P,695,IC
2022-12-20,IC-ATMEGA328P,648,IC
2022-12-21,IC-ATMEGA328P,715,IC
2022-12-22,IC-ATMEGA328P,812,IC
2022-12-23,IC-ATMEGA328P,705,IC
2022-12-24,IC-ATMEGA328P,592,IC
2022-12-25,IC-ATMEGA328P,568,IC
2022-12-26,IC-ATMEGA328P,779,IC
2022-12-27,IC-ATMEGA328P,749,IC
2022-12-28,IC-ATMEGA328P,795,IC
2022-12-29,IC-ATMEGA328P,729,IC
2022-12-30,IC-ATMEGA328P,665,IC
2022-12-31,IC-ATMEGA328P,556,IC
2023-01-01,IC-ATMEGA328P,286,IC
2023-01-02,IC-ATMEGA328P,588,IC
2023-01-03,IC-ATMEGA328P,481,IC
2023-01-04,IC-ATMEGA328P,498,IC
2023-01-05,IC-ATMEGA328P,438,IC
2023-01-06,IC-ATMEGA328P,414,IC
2023-01-07,IC-ATMEGA328P,207,IC
2023-01-08,IC-ATMEGA328P,313,IC
2023-01-09,IC-ATMEGA328P,392,IC
2023-01-10,IC-ATMEGA328P,416,IC
2023-01-11,IC-ATMEGA328P,473,IC
2023-01-12,IC-ATMEGA328P,517,IC
2023-01-13,IC-ATMEGA328P,524,IC
2023-01-14,IC-ATMEGA328P,980,IC
2023-01-15,IC-ATMEGA328P,336,IC
2023-01-16,IC-ATMEGA328P,519,IC
2023-01-17,IC-ATMEGA328P,456,IC
2023-01-18,IC-ATMEGA328P,414,IC
2023-01-19,IC-ATMEGA328P,460,IC
2023-01-20,IC-ATMEGA328P,1177,IC
2023-01-21,IC-ATMEGA328P,290,IC
2023-01-22,IC-ATMEGA328P,271,IC
2023-01-23,IC-ATMEGA328P,554,IC
2023-01-24,IC-ATMEGA328P,1440,IC
2023-01-25,IC-ATMEGA328P,548,IC
2023-01-26,IC-ATMEGA328P,532,IC
2023-01-27,IC-ATMEGA328P,478,IC
2023-01-28,IC-ATMEGA328P,798,IC
2023-01-29,IC-ATMEGA328P,267,IC
2023-01-30,IC-ATMEGA328P,527,IC
2023-01-31,IC-ATMEGA328P,587,IC
2023-02-01,IC-ATMEGA328P,521,IC
2023-02-02,IC-ATMEGA328P,420,IC
2023-02-03,IC-ATMEGA328P,449,IC
2023-02-04,IC-ATMEGA328P,310,IC
2023-02-05,IC-ATMEGA328P,386,IC
2023-02-06,IC-ATMEGA328P,488,IC
2023-02-07,IC-ATMEGA328P,439,IC
2023-02-08,IC-ATMEGA328P,511,IC
2023-02-09,IC-ATMEGA328P,343,IC
2023-02-10,IC-ATMEGA328P,468,IC
2023-02-11,IC-ATMEGA328P,284,IC
2023-02-12,IC-ATMEGA328P,264,IC
2023-02-13,IC-ATMEGA328P,455,IC
2023-02-14,IC-ATMEGA328P,417,IC
2023-02-15,IC-ATMEGA328P,480,IC
2023-02-16,IC-ATMEGA328P,348,IC
2023-02-17,IC-ATMEGA328P,480,IC
2023-02-18,IC-ATMEGA328P,329,IC
2023-02-19,IC-ATMEGA328P,242,IC
2023-02-20,IC-ATMEGA328P,1442,IC
2023-02-21,IC-ATMEGA328P,565,IC
2023-02-22,IC-ATMEGA328P,445,IC
2023-02-23,IC-ATMEGA328P,505,IC
2023-02-24,IC-ATMEGA328P,634,IC
2023-02-25,IC-ATMEGA328P,389,IC
2023-02-26,IC-ATMEGA328P,263,IC
2023-02-27,IC-ATMEGA328P,578,IC
2023-02-28,IC-ATMEGA328P,485,IC
2023-03-01,IC-ATMEGA328P,446,IC
2023-03-02,IC-ATMEGA328P,437,IC
2023-03-03,IC-ATMEGA328P,459,IC
2023-03-04,IC-ATMEGA328P,244,IC
2023-03-05,IC-ATMEGA328P,277,IC
2023-03-06,IC-ATMEGA328P,497,IC
2023-03-07,IC-ATMEGA328P,477,IC
2023-03-08,IC-ATMEGA328P,511,IC
2023-03-09,IC-ATMEGA328P,534,IC
2023-03-10,IC-ATMEGA328P,533,IC
2023-03-11,IC-ATMEGA328P,325,IC
2023-03-12,IC-ATMEGA328P,197,IC
2023-03-13,IC-ATMEGA328P,556,IC
2023-03-14,IC-ATMEGA328P,409,IC
2023-03-15,IC-ATMEGA328P,521,IC
2023-03-16,IC-ATMEGA328P,401,IC
2023-03-17,IC-ATMEGA328P,483,IC
2023-03-18,IC-ATMEGA328P,432,IC
2023-03-19,IC-ATMEGA328P,202,IC
2023-03-20,IC-ATMEGA328P,549,IC
2023-03-21,IC-ATMEGA328P,491,IC
2023-03-22,IC-ATMEGA328P,434,IC
2023-03-23,IC-ATMEGA328P,453,IC
2023-03-24,IC-ATMEGA328P,421,IC
2023-03-25,IC-ATMEGA328P,715,IC
2023-03-26,IC-ATMEGA328P,253,IC
2023-03-27,IC-ATMEGA328P,842,IC
2023-03-28,IC-ATMEGA328P,434,IC
2023-03-29,IC-ATMEGA328P,423,IC
2023-03-30,IC-ATMEGA328P,552,IC
2023-03-31,IC-ATMEGA328P,493,IC
2023-04-01,IC-ATMEGA328P,309,IC
2023-04-02,IC-ATMEGA328P,350,IC
2023-04-03,IC-ATMEGA328P,484,IC
2023-04-04,IC-ATMEGA328P,509,IC
2023-04-05,IC-ATMEGA328P,383,IC
2023-04-06,IC-ATMEGA328P,548,IC
2023-04-07,IC-ATMEGA328P,440,IC
2023-04-08,IC-ATMEGA328P,318,IC
2023-04-09,IC-ATMEGA328P,274,IC
2023-04-10,IC-ATMEGA328P,417,IC
2023-04-11,IC-ATMEGA328P,497,IC
2023-04-12,IC-ATMEGA328P,418,IC
2023-04-13,IC-ATMEGA328P,517,IC
2023-04-14,IC-ATMEGA328P,482,IC
2023-04-15,IC-ATMEGA328P,349,IC
2023-04-16,IC-ATMEGA328P,285,IC
2023-04-17,IC-ATMEGA328P,534,IC
2023-04-18,IC-ATMEGA328P,472,IC
2023-04-19,IC-ATMEGA328P,490,IC
2023-04-20,IC-ATMEGA328P,480,IC
2023-04-21,IC-ATMEGA328P,546,IC
2023-04-22,IC-ATMEGA328P,263,IC
2023-04-23,IC-ATMEGA328P,241,IC
2023-04-24,IC-ATMEGA328P,458,IC
2023-04-25,IC-ATMEGA328P,543,IC
2023-04-26,IC-ATMEGA328P,477,IC
2023-04-27,IC-ATMEGA328P,390,IC
2023-04-28,IC-ATMEGA328P,518,IC
2023-04-29,IC-ATMEGA328P,368,IC
2023-04-30,IC-ATMEGA328P,501,IC
2023-05-01,IC-ATMEGA328P,534,IC
2023-05-02,IC-ATMEGA328P,497,IC
2023-05-03,IC-ATMEGA328P,520,IC
2023-05-04,IC-ATMEGA328P,495,IC
2023-05-05,IC-ATMEGA328P,526,IC
2023-05-06,IC-ATMEGA328P,202,IC
2023-05-07,IC-ATMEGA328P,228,IC
2023-05-08,IC-ATMEGA328P,490,IC
2023-05-09,IC-ATMEGA328P,485,IC
2023-05-10,IC-ATMEGA328P,459,IC
2023-05-11,IC-ATMEGA328P,533,IC
2023-05-12,IC-ATMEGA328P,514,IC
2023-05-13,IC-ATMEGA328P,302,IC
2023-05-14,IC-ATMEGA328P,364,IC
2023-05-15,IC-ATMEGA328P,562,IC
2023-05-16,IC-ATMEGA328P,527,IC
2023-05-17,IC-ATMEGA328P,431,IC
2023-05-18,IC-ATMEGA328P,554,IC
2023-05-19,IC-ATMEGA328P,453,IC
2023-05-20,IC-ATMEGA328P,291,IC
2023-05-21,IC-ATMEGA328P,344,IC
2023-05-22,IC-ATMEGA328P,410,IC
2023-05-23,IC-ATMEGA328P,486,IC
2023-05-24,IC-ATMEGA328P,370,IC
2023-05-25,IC-ATMEGA328P,397,IC
2023-05-26,IC-ATMEGA328P,498,IC
2023-05-27,IC-ATMEGA328P,302,IC
2023-05-28,IC-ATMEGA328P,338,IC
2023-05-29,IC-ATMEGA328P,420,IC
2023-05-30,IC-ATMEGA328P,495,IC
2023-05-31,IC-ATMEGA328P,455,IC
2023-06-01,IC-ATMEGA328P,246,IC
2023-06-02,IC-ATMEGA328P,273,IC
2023-06-03,IC-ATMEGA328P,191,IC
2023-06-04,IC-ATMEGA328P,260,IC
2023-06-05,IC-ATMEGA328P,335,IC
2023-06-06,IC-ATMEGA328P,350,IC
2023-06-07,IC-ATMEGA328P,283,IC
2023-06-08,IC-ATMEGA328P,309,IC
2023-06-09,IC-ATMEGA328P,331,IC
2023-06-10,IC-ATMEGA328P,135,IC
2023-06-11,IC-ATMEGA328P,1100,IC
2023-06-12,IC-ATMEGA328P,278,IC
2023-06-13,IC-ATMEGA328P,360,IC
2023-06-14,IC-ATMEGA328P,397,IC
2023-06-15,IC-ATMEGA328P,333,IC
2023-06-16,IC-ATMEGA328P,393,IC
2023-06-17,IC-ATMEGA328P,108,IC
2023-06-18,IC-ATMEGA328P,227,IC
2023-06-19,IC-ATMEGA328P,344,IC
2023-06-20,IC-ATMEGA328P,338,IC
2023-06-21,IC-ATMEGA328P,268,IC
2023-06-22,IC-ATMEGA328P,355,IC
2023-06-23,IC-ATMEGA328P,314,IC
2023-06-24,IC-ATMEGA328P,102,IC
2023-06-25,IC-ATMEGA328P,243,IC
2023-06-26,IC-ATMEGA328P,435,IC
2023-06-27,IC-ATMEGA328P,338,IC
2023-06-28,IC-ATMEGA328P,412,IC
2023-06-29,IC-ATMEGA328P,436,IC
2023-06-30,IC-ATMEGA328P,265,IC
2023-07-01,IC-ATMEGA328P,242,IC
